"","Station","Expedition","Vessel","TaxGroup","Taxon","original_id","Dev_stage","Sex","Length","Abundance_m3","Abundance_m2","eventID"
"3547","N16","IYS2022","NWExplorer","copepod","Pseudocalanus spp.","PSEUDOCALANUS SP. ","C4","","",5.435244161,1358.81104025,"IYS2022-NW-2-16-Bongo-1"
"3548","N16","IYS2022","NWExplorer","euphausiid","Euphausia pacifica","EUPHAUSIA PACIFICA ","C6","M","",0.028308563,7.07714075,"IYS2022-NW-2-16-Bongo-1"
"3549","N16","IYS2022","NWExplorer","copepod","Paraeuchaeta elongata C4-C6","PARAEUCHAETA ELONGATA ","C6","M","",0.056617127,14.15428175,"IYS2022-NW-2-16-Bongo-1"
"3550","N16","IYS2022","NWExplorer","chaetognath","Pseudosagitta lyra","PSEUDOSAGITTA SCRIPPSAE","","","",0.014154282,3.5385705,"IYS2022-NW-2-16-Bongo-1"
"3551","N16","IYS2022","NWExplorer","copepod","Pseudoamallothrix ovata","SCOLECITHRICELLA OVATA","C6","F","",0.113234253,28.30856325,"IYS2022-NW-2-16-Bongo-1"
"3552","N16","IYS2022","NWExplorer","copepod","Metridia spp. C1-C4","METRIDIA PACIFICA ","C4","","",10.87048832,2717.62208,"IYS2022-NW-2-16-Bongo-1"
"3553","N16","IYS2022","NWExplorer","euphausiid","Euphausiidae","EUPHAUSIACEA ","calyptopis","","",2.717622081,679.40552025,"IYS2022-NW-2-16-Bongo-1"
"3554","N16","IYS2022","NWExplorer","copepod","Metridia pacifica C5-C6","METRIDIA PACIFICA ","C6","F","",1.811748054,452.9370135,"IYS2022-NW-2-16-Bongo-1"
"3555","N16","IYS2022","NWExplorer","ostracod","Ostracoda","CONCHOECIA SP.","","","",2.717622081,679.40552025,"IYS2022-NW-2-16-Bongo-1"
"3556","N16","IYS2022","NWExplorer","copepod","Neocalanus cristatus","NEOCALANUS CRISTATUS ","C3","","",4.529370134,1132.3425335,"IYS2022-NW-2-16-Bongo-1"
"3557","N16","IYS2022","NWExplorer","euphausiid","Euphausia pacifica","EUPHAUSIA PACIFICA ","juvenile","","medium",0.056617127,14.15428175,"IYS2022-NW-2-16-Bongo-1"
"3558","N16","IYS2022","NWExplorer","copepod","Neocalanus cristatus","NEOCALANUS CRISTATUS ","C4","","",3.623496108,905.874027,"IYS2022-NW-2-16-Bongo-1"
"3559","N16","IYS2022","NWExplorer","chaetognath","Chaetognatha","PARASAGITTA ELEGANS","","","",1.01910828,254.77707,"IYS2022-NW-2-16-Bongo-1"
"3560","N16","IYS2022","NWExplorer","copepod","Heterorhabdus tanneri C4-C6","HETERORHABDUS TANNERI ","C6","F","",0.056617127,14.15428175,"IYS2022-NW-2-16-Bongo-1"
"3561","N16","IYS2022","NWExplorer","copepod","Eucalanus spp. C1-C4","EUCALANUS BUNGII ","C4","","",0.905874027,226.46850675,"IYS2022-NW-2-16-Bongo-1"
"3562","N16","IYS2022","NWExplorer","amphipod","Primno abyssalis","PRIMNO MACROPA","","","",0.028308563,7.07714075,"IYS2022-NW-2-16-Bongo-1"
"3563","N16","IYS2022","NWExplorer","copepod","Metridia spp. C1-C4","METRIDIA PACIFICA ","C2","","",0.905874027,226.46850675,"IYS2022-NW-2-16-Bongo-1"
"3564","N16","IYS2022","NWExplorer","copepod","Metridia pacifica C5-C6","METRIDIA PACIFICA ","C5","","",9.964614296,2491.153574,"IYS2022-NW-2-16-Bongo-1"
"3565","N16","IYS2022","NWExplorer","polychaete","Tomopteris spp.","TOMOPTERIS SP.","","","",0.452937013,113.23425325,"IYS2022-NW-2-16-Bongo-1"
"3566","N16","IYS2022","NWExplorer","copepod","Aetideidae","AETIDEUS PACIFICUS ","C5","","",0.113234253,28.30856325,"IYS2022-NW-2-16-Bongo-1"
"3567","N16","IYS2022","NWExplorer","copepod","Paraeuchaeta elongata C4-C6","PARAEUCHAETA ELONGATA ","C5","","",0.113234253,28.30856325,"IYS2022-NW-2-16-Bongo-1"
"3568","N16","IYS2022","NWExplorer","cephalopod","Squid","SQUID","juvenile","","",0.014154282,3.5385705,"IYS2022-NW-2-16-Bongo-1"
"3569","N16","IYS2022","NWExplorer","cnidarian","Dimophyes arctica","DIMOPHYES ARCTICA ","","","large",0.226468507,56.61712675,"IYS2022-NW-2-16-Bongo-1"
"3570","N16","IYS2022","NWExplorer","copepod","Eucalanus bungii C5-C6","EUCALANUS BUNGII ","C6","F","",1.811748054,452.9370135,"IYS2022-NW-2-16-Bongo-1"
"3571","N16","IYS2022","NWExplorer","amphipod","Themisto pacifica","THEMISTO PACIFICA","","","",0.226468507,56.61712675,"IYS2022-NW-2-16-Bongo-1"
"3572","N16","IYS2022","NWExplorer","copepod","Paraeuchaeta elongata C4-C6","PARAEUCHAETA ELONGATA ","C6","F","",0.056617127,14.15428175,"IYS2022-NW-2-16-Bongo-1"
"3573","N16","IYS2022","NWExplorer","cnidarian","Aglantha digitale","AGLANTHA DIGITALE ","","","medium",0.08492569,21.2314225,"IYS2022-NW-2-16-Bongo-1"
"3574","N16","IYS2022","NWExplorer","copepod","Racovitzanus antarcticus","RACOVITZANUS ANTARCTICUS","C5","","",0.905874027,226.46850675,"IYS2022-NW-2-16-Bongo-1"
"3575","N16","IYS2022","NWExplorer","copepod","Pseudocalanus spp.","PSEUDOCALANUS SP. ","C5","","",6.341118188,1585.279547,"IYS2022-NW-2-16-Bongo-1"
"3576","N16","IYS2022","NWExplorer","copepod","Neocalanus cristatus","NEOCALANUS CRISTATUS ","C2","","",1.811748054,452.9370135,"IYS2022-NW-2-16-Bongo-1"
"3577","N16","IYS2022","NWExplorer","copepod","Pseudocalanus spp.","PSEUDOCALANUS SP. ","C6","M","",0.905874027,226.46850675,"IYS2022-NW-2-16-Bongo-1"
"3578","N16","IYS2022","NWExplorer","copepod","Eucalanus spp. C1-C4","EUCALANUS BUNGII ","C3","","",0.905874027,226.46850675,"IYS2022-NW-2-16-Bongo-1"
"3579","N16","IYS2022","NWExplorer","copepod","Oithona similis C6","OITHONA SIMILIS","C6","F","",0.905874027,226.46850675,"IYS2022-NW-2-16-Bongo-1"
"3580","N19","IYS2022","NWExplorer","copepod","Neocalanus cristatus","NEOCALANUS CRISTATUS ","C4","","",14.49398443,3623.4961075,"IYS2022-NW-2-19-Bongo-1"
"3581","N19","IYS2022","NWExplorer","amphipod","Themisto pacifica","THEMISTO PACIFICA","","","",10.87048832,2717.62208,"IYS2022-NW-2-19-Bongo-1"
"3582","N19","IYS2022","NWExplorer","decapod","Caridea","CARIDEA ","zoea","","",0.028308563,7.07714075,"IYS2022-NW-2-19-Bongo-1"
"3583","N19","IYS2022","NWExplorer","cnidarian","Dimophyes arctica","DIMOPHYES ARCTICA","","","large",0.226468507,56.61712675,"IYS2022-NW-2-19-Bongo-1"
"3584","N19","IYS2022","NWExplorer","copepod","Neocalanus cristatus","NEOCALANUS CRISTATUS ","C2","","",7.246992215,1811.74805375,"IYS2022-NW-2-19-Bongo-1"
"3585","N19","IYS2022","NWExplorer","gastropod","Limacina helicina","LIMACINA HELICINA ","juvenile","","small",1.811748054,452.9370135,"IYS2022-NW-2-19-Bongo-1"
"3586","N19","IYS2022","NWExplorer","copepod","Racovitzanus antarcticus","RACOVITZANUS ANTARCTICUS","C5","","",2.717622081,679.40552025,"IYS2022-NW-2-19-Bongo-1"
"3587","N19","IYS2022","NWExplorer","bryozoan","Bryozoa","BRYOZOA ","larvae","","",1.811748054,452.9370135,"IYS2022-NW-2-19-Bongo-1"
"3588","N19","IYS2022","NWExplorer","amphipod","Cyphocaris challengeri","CYPHOCARIS CHALLENGERI","","","",0.028308563,7.07714075,"IYS2022-NW-2-19-Bongo-1"
"3589","N19","IYS2022","NWExplorer","copepod","Eucalanus spp. C1-C4","EUCALANUS BUNGII ","C4","","",5.435244161,1358.81104025,"IYS2022-NW-2-19-Bongo-1"
"3590","N19","IYS2022","NWExplorer","copepod","Paraeuchaeta elongata C4-C6","PARAEUCHAETA ELONGATA ","C6","F","",0.33970276,84.92569,"IYS2022-NW-2-19-Bongo-1"
"3591","N19","IYS2022","NWExplorer","euphausiid","Thysanoessa longipes","THYSANOESSA LONGIPES ","adult","F","",0.042462845,10.61571125,"IYS2022-NW-2-19-Bongo-1"
"3592","N19","IYS2022","NWExplorer","copepod","Metridia spp. C1-C4","METRIDIA PACIFICA ","C4","","",12.68223638,3170.559095,"IYS2022-NW-2-19-Bongo-1"
"3593","N19","IYS2022","NWExplorer","copepod","Aetideidae","AETIDEUS PACIFICUS ","C5","","",0.113234253,28.30856325,"IYS2022-NW-2-19-Bongo-1"
"3594","N19","IYS2022","NWExplorer","polychaete","Tomopteris spp.","TOMOPTERIS SP.","","","",0.070771408,17.692852,"IYS2022-NW-2-19-Bongo-1"
"3595","N19","IYS2022","NWExplorer","ostracod","Ostracoda","CONCHOECIA SP.","","","",25.36447275,6341.1181875,"IYS2022-NW-2-19-Bongo-1"
"3596","N19","IYS2022","NWExplorer","copepod","Scolecithricella minor","SCOLECITHRICELLA MINOR","C5","","",0.905874027,226.46850675,"IYS2022-NW-2-19-Bongo-1"
"3597","N19","IYS2022","NWExplorer","copepod","Eucalanus bungii C5-C6","EUCALANUS BUNGII ","C5","","",15.39985846,3849.964615,"IYS2022-NW-2-19-Bongo-1"
"3598","N19","IYS2022","NWExplorer","copepod","Neocalanus flemingeri/plumchrus","NEOCALANUS FLEMINGERI/PLUMCHRUS ","C2","","",9.964614296,2491.153574,"IYS2022-NW-2-19-Bongo-1"
"3599","N19","IYS2022","NWExplorer","copepod","Paraeuchaeta elongata C4-C6","PARAEUCHAETA ELONGATA ","C6","M","",0.452937013,113.23425325,"IYS2022-NW-2-19-Bongo-1"
"3600","N19","IYS2022","NWExplorer","copepod","Racovitzanus antarcticus","RACOVITZANUS ANTARCTICUS","C6","F","",2.717622081,679.40552025,"IYS2022-NW-2-19-Bongo-1"
"3601","N19","IYS2022","NWExplorer","euphausiid","Euphausiidae","EUPHAUSIACEA ","furcilia","","",2.717622081,679.40552025,"IYS2022-NW-2-19-Bongo-1"
"3602","N19","IYS2022","NWExplorer","copepod","Pseudocalanus spp.","PSEUDOCALANUS SP. ","C5","","",2.717622081,679.40552025,"IYS2022-NW-2-19-Bongo-1"
"3603","N19","IYS2022","NWExplorer","cephalopod","Squid","SQUID ","larvae","","",0.028308563,7.07714075,"IYS2022-NW-2-19-Bongo-1"
"3604","N19","IYS2022","NWExplorer","chaetognath","Eukrohnia hamata","EUKROHNIA HAMATA","","","",23.5527247,5888.181175,"IYS2022-NW-2-19-Bongo-1"
"3605","N19","IYS2022","NWExplorer","copepod","Scolecithricella minor","SCOLECITHRICELLA MINOR","C6","F","",6.341118188,1585.279547,"IYS2022-NW-2-19-Bongo-1"
"3606","N19","IYS2022","NWExplorer","copepod","Heterorhabdus tanneri C4-C6","HETERORHABDUS TANNERI ","C6","M","",0.113234253,28.30856325,"IYS2022-NW-2-19-Bongo-1"
"3607","N19","IYS2022","NWExplorer","chaetognath","Chaetognatha","PARASAGITTA ELEGANS","","","",0.566171267,141.54281675,"IYS2022-NW-2-19-Bongo-1"
"3608","N19","IYS2022","NWExplorer","copepod","Pseudocalanus spp.","PSEUDOCALANUS SP. ","C6","F","",21.74097665,5435.2441625,"IYS2022-NW-2-19-Bongo-1"
"3609","N19","IYS2022","NWExplorer","copepod","Neocalanus flemingeri/plumchrus","NEOCALANUS FLEMINGERI/PLUMCHRUS ","C3","","",14.49398443,3623.4961075,"IYS2022-NW-2-19-Bongo-1"
"3610","N19","IYS2022","NWExplorer","copepod","Paraeuchaeta elongata C4-C6","PARAEUCHAETA ELONGATA ","C5","","",0.113234253,28.30856325,"IYS2022-NW-2-19-Bongo-1"
"3611","N19","IYS2022","NWExplorer","copepod","Calanus marshallae","CALANUS MARSHALLAE","C6","M","",0.113234253,28.30856325,"IYS2022-NW-2-19-Bongo-1"
"3612","N19","IYS2022","NWExplorer","copepod","Neocalanus cristatus","NEOCALANUS CRISTATUS ","C5","","",6.341118188,1585.279547,"IYS2022-NW-2-19-Bongo-1"
"3613","N19","IYS2022","NWExplorer","cnidarian","Aglantha digitale","AGLANTHA DIGITALE","","","medium",0.33970276,84.92569,"IYS2022-NW-2-19-Bongo-1"
"3614","N19","IYS2022","NWExplorer","copepod","Calanus marshallae","CALANUS MARSHALLAE","C6","F","",0.67940552,169.85138,"IYS2022-NW-2-19-Bongo-1"
"3615","N19","IYS2022","NWExplorer","copepod","Neocalanus flemingeri/plumchrus","NEOCALANUS FLEMINGERI/PLUMCHRUS ","C4","","",42.57607926,10644.019815,"IYS2022-NW-2-19-Bongo-1"
"3616","N19","IYS2022","NWExplorer","fish","Fish","FISH ","larvae","","",0.014154282,3.5385705,"IYS2022-NW-2-19-Bongo-1"
"3617","N19","IYS2022","NWExplorer","copepod","Pseudocalanus spp.","PSEUDOCALANUS SP. ","C6","M","",3.623496108,905.874027,"IYS2022-NW-2-19-Bongo-1"
"3618","N19","IYS2022","NWExplorer","copepod","Pseudoamallothrix ovata","SCOLECITHRICELLA OVATA ","C6","F","",0.113234253,28.30856325,"IYS2022-NW-2-19-Bongo-1"
"3619","N19","IYS2022","NWExplorer","copepod","Eucalanus bungii C5-C6","EUCALANUS BUNGII ","C6","M","",0.905874027,226.46850675,"IYS2022-NW-2-19-Bongo-1"
"3620","N19","IYS2022","NWExplorer","copepod","Metridia pacifica C5-C6","METRIDIA PACIFICA ","C6","F","",3.623496108,905.874027,"IYS2022-NW-2-19-Bongo-1"
"3621","N19","IYS2022","NWExplorer","euphausiid","Euphausia pacifica","EUPHAUSIA PACIFICA ","C6","F","",0.028308563,7.07714075,"IYS2022-NW-2-19-Bongo-1"
"3622","N19","IYS2022","NWExplorer","appendicularian","Oikopleura spp.","OIKOPLEURA SP. ","juvenile","","small",5.435244161,1358.81104025,"IYS2022-NW-2-19-Bongo-1"
"3623","N19","IYS2022","NWExplorer","copepod","Candacia columbiae C5-C6","CANDACIA COLUMBIAE ","C6","F","",0.113234253,28.30856325,"IYS2022-NW-2-19-Bongo-1"
"3624","N19","IYS2022","NWExplorer","euphausiid","Euphausiidae","EUPHAUSIACEA ","calyptopis","","",7.246992215,1811.74805375,"IYS2022-NW-2-19-Bongo-1"
"3625","N19","IYS2022","NWExplorer","amphipod","Primno abyssalis","PRIMNO MACROPA","","","",0.08492569,21.2314225,"IYS2022-NW-2-19-Bongo-1"
"3626","N19","IYS2022","NWExplorer","copepod","Metridia spp. C1-C4","METRIDIA PACIFICA ","C2","","",4.529370134,1132.3425335,"IYS2022-NW-2-19-Bongo-1"
"3627","N19","IYS2022","NWExplorer","copepod","Pseudocalanus spp.","PSEUDOCALANUS SP. ","C4","","",2.717622081,679.40552025,"IYS2022-NW-2-19-Bongo-1"
"3628","N19","IYS2022","NWExplorer","copepod","Eucalanus bungii C5-C6","EUCALANUS BUNGII ","C6","F","",11.77636235,2944.0905875,"IYS2022-NW-2-19-Bongo-1"
"3629","N19","IYS2022","NWExplorer","copepod","Neocalanus flemingeri/plumchrus","NEOCALANUS FLEMINGERI","C5","","",11.77636235,2944.0905875,"IYS2022-NW-2-19-Bongo-1"
"3630","N19","IYS2022","NWExplorer","copepod","Candacia columbiae C5-C6","CANDACIA COLUMBIAE ","C6","M","",0.113234253,28.30856325,"IYS2022-NW-2-19-Bongo-1"
"3631","N19","IYS2022","NWExplorer","euphausiid","Euphausia pacifica","EUPHAUSIA PACIFICA ","juvenile","","medium",0.113234253,28.30856325,"IYS2022-NW-2-19-Bongo-1"
"3632","N19","IYS2022","NWExplorer","copepod","Neocalanus cristatus","NEOCALANUS CRISTATUS ","C3","","",19.92922859,4982.3071475,"IYS2022-NW-2-19-Bongo-1"
"3633","N19","IYS2022","NWExplorer","copepod","Oithona similis C6","OITHONA SIMILIS ","C6","F","",2.717622081,679.40552025,"IYS2022-NW-2-19-Bongo-1"
"3634","N19","IYS2022","NWExplorer","gastropod","Gastropoda","GASTROPODA (ECHINOSPIRA)","larvae","","",0.014154282,3.5385705,"IYS2022-NW-2-19-Bongo-1"
"3635","N19","IYS2022","NWExplorer","euphausiid","Euphausia pacifica","EUPHAUSIA PACIFICA ","C6","M","",0.014154282,3.5385705,"IYS2022-NW-2-19-Bongo-1"
"3636","N19","IYS2022","NWExplorer","copepod","Neocalanus flemingeri/plumchrus","NEOCALANUS FLEMINGERI/PLUMCHRUS ","C1","","",1.811748054,452.9370135,"IYS2022-NW-2-19-Bongo-1"
"3637","N19","IYS2022","NWExplorer","copepod","Eucalanus spp. C1-C4","EUCALANUS BUNGII ","C3","","",1.811748054,452.9370135,"IYS2022-NW-2-19-Bongo-1"
"3638","N19","IYS2022","NWExplorer","euphausiid","Thysanoessa longipes","THYSANOESSA LONGIPES ","adult","M","",0.014154282,3.5385705,"IYS2022-NW-2-19-Bongo-1"
"3639","N19","IYS2022","NWExplorer","copepod","Metridia pacifica C5-C6","METRIDIA PACIFICA ","C5","","",9.058740269,2264.68506725,"IYS2022-NW-2-19-Bongo-1"
"3640","N19","IYS2022","NWExplorer","copepod","Metridia spp. C1-C4","METRIDIA PACIFICA ","C3","","",13.5881104,3397.0276,"IYS2022-NW-2-19-Bongo-1"
"3641","N19","IYS2022","NWExplorer","chaetognath","Pseudosagitta lyra","PSEUDOSAGITTA SCRIPPSAE","","","",0.028308563,7.07714075,"IYS2022-NW-2-19-Bongo-1"
"3642","N2","IYS2022","NWExplorer","ostracod","Ostracoda","CONCHOECIA SP.","","","",32.61146497,8152.8662425,"IYS2022-NW-2-2-Bongo-1"
"3643","N2","IYS2022","NWExplorer","fish","Fish","FISH ","larvae","","",0.16985138,42.462845,"IYS2022-NW-2-2-Bongo-1"
"3644","N2","IYS2022","NWExplorer","cephalopod","Squid","SQUID","larvae","","",0.056617127,14.15428175,"IYS2022-NW-2-2-Bongo-1"
"3645","N2","IYS2022","NWExplorer","copepod","Neocalanus cristatus","NEOCALANUS CRISTATUS ","C2","","",0.905874027,226.46850675,"IYS2022-NW-2-2-Bongo-1"
"3646","N2","IYS2022","NWExplorer","copepod","Metridia pacifica C5-C6","METRIDIA PACIFICA ","C5","","",3.623496108,905.874027,"IYS2022-NW-2-2-Bongo-1"
"3647","N2","IYS2022","NWExplorer","polychaete","Polychaeta","ALCIOPIDAE","","","",0.113234253,28.30856325,"IYS2022-NW-2-2-Bongo-1"
"3648","N2","IYS2022","NWExplorer","copepod","Candacia columbiae C5-C6","CANDACIA COLUMBIAE ","C6","F","",0.113234253,28.30856325,"IYS2022-NW-2-2-Bongo-1"
"3649","N2","IYS2022","NWExplorer","cnidarian","Aglantha digitale","AGLANTHA DIGITALE ","","","medium",0.16985138,42.462845,"IYS2022-NW-2-2-Bongo-1"
"3650","N2","IYS2022","NWExplorer","copepod","Paraeuchaeta elongata C4-C6","PARAEUCHAETA ELONGATA ","C6","F","",0.33970276,84.92569,"IYS2022-NW-2-2-Bongo-1"
"3651","N2","IYS2022","NWExplorer","copepod","Neocalanus flemingeri/plumchrus","NEOCALANUS FLEMINGERI/PLUMCHRUS ","C3","","",83.34041047,20835.1026175,"IYS2022-NW-2-2-Bongo-1"
"3652","N2","IYS2022","NWExplorer","copepod","Metridia spp. C1-C4","METRIDIA PACIFICA ","C4","","",12.68223638,3170.559095,"IYS2022-NW-2-2-Bongo-1"
"3653","N2","IYS2022","NWExplorer","copepod","Neocalanus flemingeri/plumchrus","NEOCALANUS FLEMINGERI ","C5","","",7.246992215,1811.74805375,"IYS2022-NW-2-2-Bongo-1"
"3654","N2","IYS2022","NWExplorer","copepod","Aetideidae","AETIDEUS PACIFICUS ","C5","","",0.905874027,226.46850675,"IYS2022-NW-2-2-Bongo-1"
"3655","N2","IYS2022","NWExplorer","copepod","Pseudocalanus spp.","PSEUDOCALANUS SP. ","C5","","",18.11748054,4529.370135,"IYS2022-NW-2-2-Bongo-1"
"3656","N2","IYS2022","NWExplorer","euphausiid","Euphausia pacifica","EUPHAUSIA PACIFICA","C6","M","",0.113234253,28.30856325,"IYS2022-NW-2-2-Bongo-1"
"3657","N2","IYS2022","NWExplorer","copepod","Pseudocalanus spp.","PSEUDOCALANUS SP. ","C6","F","",14.49398443,3623.4961075,"IYS2022-NW-2-2-Bongo-1"
"3658","N2","IYS2022","NWExplorer","copepod","Eucalanus spp. C1-C4","EUCALANUS BUNGII ","C3","","",3.623496108,905.874027,"IYS2022-NW-2-2-Bongo-1"
"3659","N2","IYS2022","NWExplorer","euphausiid","Thysanoessa inspinata","THYSANOESSA INSPINATA ","C6","F","",0.014154282,3.5385705,"IYS2022-NW-2-2-Bongo-1"
"3660","N2","IYS2022","NWExplorer","copepod","Neocalanus flemingeri/plumchrus","NEOCALANUS FLEMINGERI/PLUMCHRUS ","C2","","",36.23496108,9058.74027,"IYS2022-NW-2-2-Bongo-1"
"3661","N2","IYS2022","NWExplorer","copepod","Scolecithricella minor","SCOLECITHRICELLA MINOR","C6","F","",2.717622081,679.40552025,"IYS2022-NW-2-2-Bongo-1"
"3662","N2","IYS2022","NWExplorer","chaetognath","Eukrohnia hamata","EUKROHNIA HAMATA","","","",12.68223638,3170.559095,"IYS2022-NW-2-2-Bongo-1"
"3663","N2","IYS2022","NWExplorer","fish","Fish","MYCTOPHIDAE","","","",0.014154282,3.5385705,"IYS2022-NW-2-2-Bongo-1"
"3664","N2","IYS2022","NWExplorer","gastropod","Clione limacina","CLIONE LIMACINA ","juvenile","","small",1.811748054,452.9370135,"IYS2022-NW-2-2-Bongo-1"
"3665","N2","IYS2022","NWExplorer","amphipod","Themisto pacifica","THEMISTO PACIFICA","","","",3.623496108,905.874027,"IYS2022-NW-2-2-Bongo-1"
"3666","N2","IYS2022","NWExplorer","copepod","Oithona similis C6","OITHONA SIMILIS ","C6","F","",3.623496108,905.874027,"IYS2022-NW-2-2-Bongo-1"
"3667","N2","IYS2022","NWExplorer","copepod","Paraeuchaeta elongata C4-C6","PARAEUCHAETA ELONGATA ","C6","M","",0.113234253,28.30856325,"IYS2022-NW-2-2-Bongo-1"
"3668","N2","IYS2022","NWExplorer","copepod","Neocalanus cristatus","NEOCALANUS CRISTATUS ","C3","","",1.811748054,452.9370135,"IYS2022-NW-2-2-Bongo-1"
"3669","N2","IYS2022","NWExplorer","euphausiid","Euphausiidae","EUPHAUSIACEA ","furcilia","","",3.623496108,905.874027,"IYS2022-NW-2-2-Bongo-1"
"3670","N2","IYS2022","NWExplorer","copepod","Neocalanus cristatus","NEOCALANUS CRISTATUS ","C5","","",4.529370134,1132.3425335,"IYS2022-NW-2-2-Bongo-1"
"3671","N2","IYS2022","NWExplorer","copepod","Candacia spp. C1-C4","CANDACIA COLUMBIAE ","C4","","",0.113234253,28.30856325,"IYS2022-NW-2-2-Bongo-1"
"3672","N2","IYS2022","NWExplorer","euphausiid","Euphausiidae","EUPHAUSIACEA ","calyptopis","","",3.623496108,905.874027,"IYS2022-NW-2-2-Bongo-1"
"3673","N2","IYS2022","NWExplorer","chaetognath","Chaetognatha","PARASAGITTA ELEGANS","","","",1.811748054,452.9370135,"IYS2022-NW-2-2-Bongo-1"
"3674","N2","IYS2022","NWExplorer","polychaete","Tomopteris spp.","TOMOPTERIS SP.","","","",0.056617127,14.15428175,"IYS2022-NW-2-2-Bongo-1"
"3675","N2","IYS2022","NWExplorer","copepod","Metridia pacifica C5-C6","METRIDIA PACIFICA ","C6","F","",16.30573248,4076.43312,"IYS2022-NW-2-2-Bongo-1"
"3676","N2","IYS2022","NWExplorer","copepod","Calanus marshallae","CALANUS MARSHALLAE","C6","F","",7.246992215,1811.74805375,"IYS2022-NW-2-2-Bongo-1"
"3677","N2","IYS2022","NWExplorer","copepod","Metridia spp. C1-C4","METRIDIA PACIFICA ","C3","","",12.68223638,3170.559095,"IYS2022-NW-2-2-Bongo-1"
"3678","N2","IYS2022","NWExplorer","copepod","Calanus marshallae","CALANUS MARSHALLAE","C6","M","",1.811748054,452.9370135,"IYS2022-NW-2-2-Bongo-1"
"3679","N2","IYS2022","NWExplorer","amphipod","Primno abyssalis","PRIMNO MACROPA","","","",0.33970276,84.92569,"IYS2022-NW-2-2-Bongo-1"
"3680","N2","IYS2022","NWExplorer","amphipod","Cyphocaris challengeri","CYPHOCARIS CHALLENGERI ","juvenile","","",0.113234253,28.30856325,"IYS2022-NW-2-2-Bongo-1"
"3681","N2","IYS2022","NWExplorer","gastropod","Limacina helicina","LIMACINA HELICINA ","juvenile","","small",9.058740269,2264.68506725,"IYS2022-NW-2-2-Bongo-1"
"3682","N2","IYS2022","NWExplorer","copepod","Neocalanus flemingeri/plumchrus","NEOCALANUS FLEMINGERI/PLUMCHRUS ","C4","","",106.8931352,26723.2838,"IYS2022-NW-2-2-Bongo-1"
"3683","N2","IYS2022","NWExplorer","appendicularian","Oikopleura spp.","OIKOPLEURA SP. ","","","large",6.341118188,1585.279547,"IYS2022-NW-2-2-Bongo-1"
"3684","N2","IYS2022","NWExplorer","copepod","Neocalanus flemingeri/plumchrus","NEOCALANUS FLEMINGERI/PLUMCHRUS ","C1","","",5.435244161,1358.81104025,"IYS2022-NW-2-2-Bongo-1"
"3685","N2","IYS2022","NWExplorer","copepod","Pseudocalanus spp.","PSEUDOCALANUS SP. ","C6","M","",1.811748054,452.9370135,"IYS2022-NW-2-2-Bongo-1"
"3686","N2","IYS2022","NWExplorer","euphausiid","Thysanoessa longipes","THYSANOESSA LONGIPES ","adult","F","",0.325548478,81.3871195,"IYS2022-NW-2-2-Bongo-1"
"3687","N2","IYS2022","NWExplorer","euphausiid","Euphausia pacifica","EUPHAUSIA PACIFICA ","juvenile","","medium",0.070771408,17.692852,"IYS2022-NW-2-2-Bongo-1"
"3688","N2","IYS2022","NWExplorer","copepod","Eucalanus bungii C5-C6","EUCALANUS BUNGII ","C5","","",18.11748054,4529.370135,"IYS2022-NW-2-2-Bongo-1"
"3689","N2","IYS2022","NWExplorer","copepod","Neocalanus cristatus","NEOCALANUS CRISTATUS ","C4","","",1.811748054,452.9370135,"IYS2022-NW-2-2-Bongo-1"
"3690","N2","IYS2022","NWExplorer","copepod","Scolecithricella minor","SCOLECITHRICELLA MINOR","C6","M","",0.905874027,226.46850675,"IYS2022-NW-2-2-Bongo-1"
"3691","N2","IYS2022","NWExplorer","copepod","Eucalanus bungii C5-C6","EUCALANUS BUNGII ","C6","F","",27.17622081,6794.0552025,"IYS2022-NW-2-2-Bongo-1"
"3692","N2","IYS2022","NWExplorer","copepod","Paraeuchaeta elongata C4-C6","PARAEUCHAETA ELONGATA ","C5","","",0.566171267,141.54281675,"IYS2022-NW-2-2-Bongo-1"
"3693","N2","IYS2022","NWExplorer","gastropod","Limacina helicina","LIMACINA HELICINA ","","","large",0.028308563,7.07714075,"IYS2022-NW-2-2-Bongo-1"
"3694","N2","IYS2022","NWExplorer","copepod","Metridia okhotensis C5-C6","METRIDIA OCHOTENSIS ","C6","F","",1.811748054,452.9370135,"IYS2022-NW-2-2-Bongo-1"
"3695","N2","IYS2022","NWExplorer","euphausiid","Euphausia pacifica","EUPHAUSIA PACIFICA ","C6","F","",0.042462845,10.61571125,"IYS2022-NW-2-2-Bongo-1"
"3696","N2","IYS2022","NWExplorer","copepod","Metridia spp. C1-C4","METRIDIA PACIFICA ","C2","","",1.811748054,452.9370135,"IYS2022-NW-2-2-Bongo-1"
"3697","N2","IYS2022","NWExplorer","copepod","Calanus marshallae","CALANUS MARSHALLAE","C5","","",1.811748054,452.9370135,"IYS2022-NW-2-2-Bongo-1"
"3698","N2","IYS2022","NWExplorer","copepod","Eucalanus spp. C1-C4","EUCALANUS BUNGII ","C4","","",12.68223638,3170.559095,"IYS2022-NW-2-2-Bongo-1"
