station_event_id,net_number,catch_id,scientific_name,verbatimIdentification,taxonomic_rank,prop_total_sample,sf_proc,prop_sf_proc,lifestage,sex,common_name,identified_by,date_identified,preservation_method,catch_count,size_range,count_method,abundance_m3,flowmeter_volume_filtered_m3,depth_volume_filtered_m3,comments
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-44,Metridia,Metridia *sp.  1,Genus,,,,C1,,,,,formalin,,,Total,3.90244,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-45,Metridia,Metridia *sp.  2,Genus,,,,C2,,,,,formalin,,,Total,4.68293,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-46,Metridia,Metridia *sp.  3,Genus,,,,C3,,,,,formalin,,,Total,5.46341,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-47,Metridia,Metridia *sp.  4,Genus,,,,C4,,,,,formalin,,,Total,2.34146,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-48,,Metridia aff lucens  4,,,,,C4,,,,,formalin,,,Total,1.56098,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-49,,Metridia aff lucens  5,,,,,C5,,,,,formalin,,,Total,5.46341,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-50,,Metridia aff lucens  6F,,,,,C6,F,,,,formalin,,,Total,3.90244,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-51,Pleuromamma,Pleuromamma *sp.  1,Genus,,,,C1,,,,,formalin,,,Total,0.78049,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-52,Calocalanus styliremis,Calocalanus styliremis  6F,Species,,,,C6,F,,,,formalin,,,Total,0.78049,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-53,Paracalanus parvus,Paracalanus parvus  6F,Species,,,,C6,F,,,,formalin,,,Total,4.68293,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-54,Paracalanus parvus,Paracalanus parvus  6M,Species,,,,C6,M,,,,formalin,,,Total,2.34146,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-55,Racovitzanus antarcticus,Racovitzanus antarcticus  4,Species,,,,C4,,,,,formalin,,,Total,0.78049,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-56,Racovitzanus antarcticus,Racovitzanus antarcticus  6F,Species,,,,C6,F,,,,formalin,,,Total,1.56098,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-57,Scolecithricella minor,Scolecithricella minor  4,Species,,,,C4,,,,,formalin,,,Total,1.56098,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-58,Scolecithricella minor,Scolecithricella minor  5,Species,,,,C5,,,,,formalin,,,Total,4.68293,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-59,Scolecithricella minor,Scolecithricella minor  6F,Species,,,,C6,F,,,,formalin,,,Total,3.12195,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-60,Spinocalanus longicornis,Spinocalanus longicornis  5,Species,,,,C5,,,,,formalin,,,Total,0.78049,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-61,Spinocalanus longicornis,Spinocalanus longicornis  6F,Species,,,,C6,F,,,,formalin,,,Total,0.78049,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-62,Oithona atlantica,Oithona atlantica  4,Species,,,,C4,,,,,formalin,,,Total,8.58537,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-63,Oithona atlantica,Oithona atlantica  5,Species,,,,C5,,,,,formalin,,,Total,9.36585,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-64,Oithona atlantica,Oithona atlantica  6F,Species,,,,C6,F,,,,formalin,,,Total,10.92683,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-65,Oithona setigera,Oithona setigera  6F,Species,,,,C6,F,,,,formalin,,,Total,0.78049,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-66,Oithona similis,Oithona similis  5,Species,,,,C5,,,,,formalin,,,Total,6.2439,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-67,Oithona similis,Oithona similis  6F,Species,,,,C6,F,,,,formalin,,,Total,10.14634,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-68,Microsetella norvegica,Microsetella norvegica  6F,Species,,,,C6,F,,,,formalin,,,Total,0.78049,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-69,Conchoeciinae,Conchoecinae *sp.  s1,Subfamily,,,,,,,,,formalin,,< 5mm,Total,2.34146,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-70,Discoconchoecia elegans,Discoconchoecia elegans  s1,Species,,,,,,,,,formalin,,< 5mm,Total,3.12195,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-71,Metaconchoecia,Metaconchoecia *sp.  s1,Genus,,,,,,,,,formalin,,< 5mm,Total,0.78049,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-72,Mesosagitta minima,Mesosagitta minima  s2,Species,,,,,,,,,formalin,,>= 5mm < 10mm,Total,0.43902,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-73,Parasagitta elegans,Parasagitta elegans  s2,Species,,,,,,,,,formalin,,>= 5mm < 10mm,Total,0.2439,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-74,Parasagitta elegans,Parasagitta elegans  s3,Species,,,,,,,,,formalin,,>= 10mm,Total,0.09756,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-75,Pseudosagitta scrippsae,Pseudosagitta scrippsae  s3,Species,,,,,,,,,formalin,,>= 10mm,Total,0.04878,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-76,Eukrohnia hamata,Eukrohnia hamata  s2,Species,,,,,,,,,formalin,,>= 5mm < 10mm,Total,2.29268,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-77,Eukrohnia hamata,Eukrohnia hamata  s3,Species,,,,,,,,,formalin,,>= 10mm,Total,0.68293,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-78,Icosteus aenigmaticus,Icosteus aenigmaticus eggs s1,Species,,,,egg,,,,,formalin,,< 5mm,Total,0.0122,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-79,Hippoglossoides elassodon,Hippoglossoides elassodon eggs s1,Species,,,,egg,,,,,formalin,,< 5mm,Total,0.04878,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-80,Fritillaria,Fritillaria *sp.  s1,Genus,,,,,,,,,formalin,,< 5mm,Total,3.12195,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-81,Fritillaria pellucida,Fritillaria pellucida  s1,Species,,,,,,,,,formalin,,< 5mm,Total,14.04878,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-82,Oikopleura,Oikopleura *sp.  s1,Genus,,,,,,,,,formalin,,< 5mm,Total,3.12195,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-83,,Oikopleura labradoriensis  s2,,,,,,,,,,formalin,,>= 5mm < 10mm,Total,0.19512,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-84,Doliolidae,Doliolid *sp. (old nurse) s3,Family,,,,old nurse,,,,,formalin,,>= 10mm,Total,0.04878,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-85,Doliopsis,Doliopsis *sp.  s2,Genus,,,,,,,,,formalin,,>= 5mm < 10mm,Total,0.04878,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-86,Dimophyes arctica,Dimophyes arctica eudoxid s1,Species,,,,eudoxid,,,,,formalin,,< 5mm,Total,0.78049,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-87,Praya,Praya *sp. nectophore s2,Genus,,,,nectophore,,,,,formalin,,>= 5mm < 10mm,Total,0.0122,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-88,Aglantha digitale,Aglantha digitale  s2,Species,,,,,,,,,formalin,,>= 5mm < 10mm,Total,0.58537,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-89,Aglantha digitale,Aglantha digitale  s3,Species,,,,,,,,,formalin,,>= 10mm,Total,0.04878,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-90,Clione limacina,Clione limacina  s2,Species,,,,,,,,,formalin,,>= 5mm < 10mm,Total,0.0122,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-91,Clione limacina,Clione limacina polytroch s0,Species,,,,polytroch,,,,,formalin,,< 2mm,Total,2.34146,81.99912,,
IYS2022-Franklin-5-47-135-Bongo-1,1,IYS2022-Franklin-5-47-135-Bongo-1-92,,Limacina helicina acuta  s0,,,,,,,,,,formalin,,< 2mm,Total,6.2439,81.99912,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-1,Tomopteris,Tomopteris *sp.  s1,Genus,,,,,,,,,formalin,,< 5mm,Total,0.44383,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-2,Tomopteris septentrionalis,Tomopteris septentrionalis  s2,Species,,,,,,,,,formalin,,>= 5mm < 10mm,Total,0.33287,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-3,Themisto pacifica,Themisto pacifica juvenile s1,Species,,,,juvenile,,,,,formalin,,< 5mm,Total,0.44383,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-4,Phronima sedentaria,Phronima sedentaria  F,Species,,,,,F,,,,formalin,,,Total,0.01387,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-5,Euphausiidae,Euphausiidae *sp. eggs s1,Family,,,,egg,,,,,formalin,,< 5mm,Total,1.33148,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-6,Euphausiidae,Euphausiidae *sp. protozoea (or calyptopis) s1,Family,,,,calyptopis,,,,,formalin,,< 5mm,Total,0.44383,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-7,Euphausia pacifica,Euphausia pacifica  F,Species,,,,,F,,,,formalin,,,Total,0.01387,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-8,Euphausia pacifica,Euphausia pacifica juvenile s2,Species,,,,juvenile,,,,,formalin,,>= 5mm < 10mm,Total,0.01387,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-9,Stylocheiron,Stylocheiron *sp. zoea s1,Genus,,,,zoea,,,,,formalin,,< 5mm,Total,0.02774,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-10,Thysanoessa inspinata,Thysanoessa inspinata juvenile s2,Species,,,,juvenile,,,,,formalin,,>= 5mm < 10mm,Total,1.10957,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-11,Thysanoessa inspinata,Thysanoessa inspinata zoea s1,Species,,,,zoea,,,,,formalin,,< 5mm,Total,0.44383,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-12,Gaetanus simplex,Gaetanus simplex  5,Species,,,,C5,,,,,formalin,,,Total,0.44383,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-13,Mesocalanus tenuicornis,Mesocalanus tenuicornis  3,Species,,,,C3,,,,,formalin,,,Total,2.21914,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-14,Mesocalanus tenuicornis,Mesocalanus tenuicornis  4,Species,,,,C4,,,,,formalin,,,Total,1.77531,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-15,Mesocalanus tenuicornis,Mesocalanus tenuicornis  5,Species,,,,C5,,,,,formalin,,,Total,1.33148,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-16,Mesocalanus tenuicornis,Mesocalanus tenuicornis  6F,Species,,,,C6,F,,,,formalin,,,Total,3.1068,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-17,Mesocalanus tenuicornis,Mesocalanus tenuicornis  6M,Species,,,,C6,M,,,,formalin,,,Total,1.77531,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-18,Neocalanus cristatus,Neocalanus cristatus  1,Species,,,,C1,,,,,formalin,,,Total,7.10125,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-19,Neocalanus cristatus,Neocalanus cristatus  2,Species,,,,C2,,,,,formalin,,,Total,8.87656,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-20,Neocalanus cristatus,Neocalanus cristatus  3,Species,,,,C3,,,,,formalin,,,Total,7.9889,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-21,Neocalanus cristatus,Neocalanus cristatus  4,Species,,,,C4,,,,,formalin,,,Total,4.88211,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-22,Neocalanus cristatus,Neocalanus cristatus  5,Species,,,,C5,,,,,formalin,,,Total,0.22191,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-23,Neocalanus flemingeri,Neocalanus flemingeri  1,Species,,,,C1,,,,,formalin,,,Total,1.77531,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-24,Neocalanus flemingeri,Neocalanus flemingeri  2,Species,,,,C2,,,,,formalin,,,Total,3.1068,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-25,Neocalanus flemingeri,Neocalanus flemingeri  3,Species,,,,C3,,,,,formalin,,,Total,1.77531,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-26,Neocalanus flemingeri,Neocalanus flemingeri  4,Species,,,,C4,,,,,formalin,,,Total,1.33148,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-27,Neocalanus plumchrus,Neocalanus plumchrus  1,Species,,,,C1,,,,,formalin,,,Total,1.33148,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-28,Neocalanus plumchrus,Neocalanus plumchrus  5,Species,,,,C5,,,,,formalin,,,Total,0.44383,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-29,Neocalanus plumchrus,Neocalanus plumchrus  6F,Species,,,,C6,F,,,,formalin,,,Total,0.11096,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-30,Clausocalanus parapergens,Clausocalanus parapergens  5,Species,,,,C5,,,,,formalin,,,Total,0.44383,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-31,Clausocalanus parapergens,Clausocalanus parapergens  6F,Species,,,,C6,F,,,,formalin,,,Total,0.44383,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-32,Clausocalanus pergens,Clausocalanus pergens  5,Species,,,,C5,,,,,formalin,,,Total,0.44383,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-33,Clausocalanus pergens,Clausocalanus pergens  6F,Species,,,,C6,F,,,,formalin,,,Total,0.44383,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-34,Ctenocalanus vanus,Ctenocalanus vanus  4,Species,,,,C4,,,,,formalin,,,Total,0.44383,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-35,Ctenocalanus vanus,Ctenocalanus vanus  5,Species,,,,C5,,,,,formalin,,,Total,3.1068,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-36,Ctenocalanus vanus,Ctenocalanus vanus  6F,Species,,,,C6,F,,,,formalin,,,Total,3.1068,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-37,Ctenocalanus vanus,Ctenocalanus vanus  6M,Species,,,,C6,M,,,,formalin,,,Total,0.44383,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-38,Pseudocalanus mimus,Pseudocalanus mimus  5F,Species,,,,C5,F,,,,formalin,,,Total,0.88766,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-39,Pseudocalanus mimus,Pseudocalanus mimus  5M,Species,,,,C5,M,,,,formalin,,,Total,1.77531,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-40,Pseudocalanus mimus,Pseudocalanus mimus  6F,Species,,,,C6,F,,,,formalin,,,Total,6.65742,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-41,Pseudocalanus newmani,Pseudocalanus newmani  5F,Species,,,,C5,F,,,,formalin,,,Total,5.76976,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-42,Pseudocalanus newmani,Pseudocalanus newmani  5M,Species,,,,C5,M,,,,formalin,,,Total,1.77531,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-43,Pseudocalanus newmani,Pseudocalanus newmani  6F,Species,,,,C6,F,,,,formalin,,,Total,16.42164,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-44,Pseudocalanus newmani,Pseudocalanus newmani  6M,Species,,,,C6,M,,,,formalin,,,Total,2.21914,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-45,Eucalanus bungii,Eucalanus bungii  4F,Species,,,,C4,F,,,,formalin,,,Total,0.44383,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-46,Eucalanus bungii,Eucalanus bungii  4M,Species,,,,C4,M,,,,formalin,,,Total,0.22191,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-47,Eucalanus bungii,Eucalanus bungii  5F,Species,,,,C5,F,,,,formalin,,,Total,0.66574,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-48,Eucalanus bungii,Eucalanus bungii  5M,Species,,,,C5,M,,,,formalin,,,Total,1.10957,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-49,Eucalanus bungii,Eucalanus bungii  6F,Species,,,,C6,F,,,,formalin,,,Total,0.33287,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-50,Paraeuchaeta elongata,Paraeuchaeta elongata  5M,Species,,,,C5,M,,,,formalin,,,Total,0.11096,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-51,Heterorhabdus tanneri,Heterorhabdus tanneri  6F,Species,,,,C6,F,,,,formalin,,,Total,0.44383,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-52,Lucicutia flavicornis,Lucicutia flavicornis  5,Species,,,,C5,,,,,formalin,,,Total,0.44383,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-53,Lucicutia flavicornis,Lucicutia flavicornis  6F,Species,,,,C6,F,,,,formalin,,,Total,0.88766,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-54,Metridia,Metridia *sp.  1,Genus,,,,C1,,,,,formalin,,,Total,1.77531,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-55,Metridia,Metridia *sp.  2,Genus,,,,C2,,,,,formalin,,,Total,3.1068,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-56,Metridia,Metridia *sp.  3,Genus,,,,C3,,,,,formalin,,,Total,4.43828,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-57,Metridia,Metridia *sp.  4,Genus,,,,C4,,,,,formalin,,,Total,0.88766,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-58,,Metridia aff lucens  5,,,,,C5,,,,,formalin,,,Total,3.99445,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-59,,Metridia aff lucens  6F,,,,,C6,F,,,,formalin,,,Total,2.66297,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-60,Metridia pacifica,Metridia pacifica  5F,Species,,,,C5,F,,,,formalin,,,Total,1.77531,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-61,Metridia pacifica,Metridia pacifica  5M,Species,,,,C5,M,,,,formalin,,,Total,0.44383,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-62,Metridia pacifica,Metridia pacifica  6F,Species,,,,C6,F,,,,formalin,,,Total,0.88766,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-63,Pleuromamma,Pleuromamma *sp.  4,Genus,,,,C4,,,,,formalin,,,Total,0.88766,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-64,Paracalanus parvus,Paracalanus parvus  6F,Species,,,,C6,F,,,,formalin,,,Total,0.44383,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-65,Paracalanus parvus,Paracalanus parvus  6M,Species,,,,C6,M,,,,formalin,,,Total,0.88766,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-66,Lophothrix frontalis,Lophothrix frontalis  6F,Species,,,,C6,F,,,,formalin,,,Total,0.01387,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-67,Scolecithricella,Scolecithricella *sp.  4,Genus,,,,C4,,,,,formalin,,,Total,0.44383,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-68,Scolecithricella minor,Scolecithricella minor  4,Species,,,,C4,,,,,formalin,,,Total,1.33148,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-69,Scolecithricella minor,Scolecithricella minor  5,Species,,,,C5,,,,,formalin,,,Total,7.54508,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-70,Scolecithricella minor,Scolecithricella minor  6F,Species,,,,C6,F,,,,formalin,,,Total,2.21914,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-71,Scolecithricella minor,Scolecithricella minor  6M,Species,,,,C6,M,,,,formalin,,,Total,0.44383,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-72,Spinocalanus longicornis,Spinocalanus longicornis  5,Species,,,,C5,,,,,formalin,,,Total,0.44383,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-73,Spinocalanus longicornis,Spinocalanus longicornis  6F,Species,,,,C6,F,,,,formalin,,,Total,0.44383,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-74,Oithona atlantica,Oithona atlantica  4,Species,,,,C4,,,,,formalin,,,Total,1.33148,72.09956,,
IYS2022-Franklin-5-47-138-Bongo-1,1,IYS2022-Franklin-5-47-138-Bongo-1-75,Oithona atlantica,Oithona atlantica  5,Species,,,,C5,,,,,formalin,,,Total,5.76976,72.09956,,
